aba aba
abacı  aba-'dZ@
ölçümlerle  @'l-tSZm-ler-'le
ölçüsüzlüğü  @'l-tSZ-sZz-lZ-'GZ
ölçütün  @'l-tSZ-'tZn
öldüğümüze  @'l-dZ-GZ-mZ-'ze
öldürdüğünden  @'l-dZr-dZ-GZn-'den
öldürebildiklerine  @'l-dZ-re-bIl-dIk-le-rI-'ne
öldürebilmesi  @'l-dZ-re-bIl-me-'sI
öldürmeleriydi  @'l-dZr-me-le-rIZ-'dI
öldürmeyin  @'l-dZr-me-'ZIn
öldürüldün  @'l-dZ-rZl-'dZn
öldürüle  @'l-dZ-rZ-'le
öldürülebilseydi  @'l-dZ-rZ-le-bIl-seZ-'dI
öldürülemedikleri  @'l-dZ-rZ-le-me-dIk-le-'rI
öldürürlerse  @'l-dZ-rZr-ler-'se
ölenden  @'-len-'den
ölmemiştim  @'l-me-mIS-'tIm
ölsünler  @'l-sZn-'ler
ölülü  @'lZ-'lZ
ölümdü  @'-lZm-'dZ
ölümsüzleştirilmesini  @'-lZm-sZz-leS-tI-rIl-me-sI-'nI
önderleriydi  @'n-der-le-rIZ-'dI
önemeler  @'ne-me-'ler
önemsenirler  @'-nem-se-nIr-'ler
önemsenmemişti  @'-nem-sen-me-mIS-'tI
önemsenmiş  @'-nem-sen-'mIS
önemseyebileceklerini  @'-nem-se-Ze-bI-le-dZek-le-rI-'nI
önerdiğinizde  @'-ner-dI-GI-nIz-'de
önerebileceği  @'ne-re-bI-le-dZe-'GI
önerebileceğimiz  @'ne-re-bI-le-dZe-GI-'mIz
önerge  @'-ner-'ge
önerilerinle  @'ne-rI-le-rIn-'le
önerime  @'ne-rI-'me
önermesiymiş  @'-ner-me-sIZ-'mIS
önermeyeceğimiz  @'-ner-me-Ze-dZe-GI-'mIz
öngördüysek  @'n-g@'r-dZZ-'sek
öngöremiyorsunuz  @'n-g@'-re-mI-Zor-su-'nuz
öngöremiyoruz  @'n-g@'-re-mI-Zo-'ruz
öngören  @'n-g@'-'ren
öngörene  @'n-g@'-re-'ne
öngörmekte  @'n-g@'r-mek-'te
öngörüldüğünün  @'n-g@'-rZl-dZ-GZ-'nZn
öngörülerimizdeki  @'n-g@'-rZ-le-rI-mIz-de-'kI
öngörülmezken  @'n-g@'-rZl-mez-'ken
öngörülmezliğin  @'n-g@'-rZl-mez-lI-'GIn
önlemle  @'n-lem-'le
önleyebileceğinden  @'n-le-Ze-bI-le-dZe-GIn-'den
önleyebileceksek  @'n-le-Ze-bI-le-dZek-'sek
önleyeceklerine  @'n-le-Ze-dZek-le-rI-'ne
önleyemediğimi  @'n-le-Ze-me-dI-GI-'mI
önleyemiyor  @'n-le-Ze-mI-'Zor
önleyemiyorum  @'n-le-Ze-mI-Zo-'rum
önyükleme  @'n-ZZk-le-'me
öpmüştür  @'p-mZS-'tZr
öptüğünüzde  @'p-tZ-GZ-nZz-'de
öptürenleri  @'p-tZ-ren-le-'rI
öptürürler  @'p-tZ-rZr-'ler
öptürüyordu  @'p-tZ-rZ-Zor-'du
ördekle  @'r-dek-'le
öremediğini  @'re-me-dI-GI-'nI
örgütlemediler  @'r-gZt-le-me-dI-'ler
örgütlenmedik  @'r-gZt-len-me-'dIk
örgütlense  @'r-gZt-len-'se
örgütümden  @'r-gZ-tZm-'den
örmediğimi  @'r-me-dI-GI-'mI
örmememiz  @'r-me-me-'mIz
örmesine  @'r-me-sI-'ne
örmesini  @'r-me-sI-'nI
örneklemeleriyle  @'r-nek-le-me-le-rIZ-'le
örneksin  @'r-nek-'sIn
örseledi  @'r-se-le-'dI
örselenmişti  @'r-se-len-mIS-'tI
örtebilmemiz  @'r-te-bIl-me-'mIz
örteceksen  @'r-te-dZek-'sen
örtemeyeni  @'r-te-me-Ze-'nI
örtmelerini  @'rt-me-le-rI-'nI
örtmemelidir  @'rt-me-me-lI-'dIr
örttüğü  @'rt-tZ-'GZ
örttürdüm  @'rt-tZr-'dZm
örtücüleri  @'r-tZ-dZZ-le-'rI
örtülemez  @'r-tZ-le-'mez
örtülenler  @'r-tZ-len-'ler
örülemeyeceği  @'rZ-le-me-Ze-dZe-'GI
örülmesi  @'-rZl-me-'sI
öteleyebildikleri  @'te-le-Ze-bIl-dIk-le-'rI
ötmeden  @'t-me-'den
öttürürdük  @'t-tZ-rZr-'dZk
ötücü  @'tZ-'dZZ
övene  @'ve-'ne
övüleceğin  @'vZ-le-dZe-'GIn
övünebilmeli  @'vZ-ne-bIl-me-'lI
övüngenliği  @'-vZn-gen-lI-'GI
övünmeyin  @'-vZn-me-'ZIn
övünmüyor  @'-vZn-mZ-'Zor
övünülebilecek  @'vZ-nZ-le-bI-le-'dZek
övünülmesi  @'vZ-nZl-me-'sI
övünürsünüz  @'vZ-nZr-sZ-'nZz
öykülendirilen  @'Z-kZ-len-dI-rI-'len
öykünde  @'Z-kZn-'de
öykündürecek  @'Z-kZn-dZ-re-'dZek
öykünmeyecek  @'Z-kZn-me-Ze-'dZek
öyleleriyle  @'Z-le-le-rIZ-'le
özdeşleşmelerini  @'z-deS-leS-me-le-rI-'nI
özdeşleştirebildiği  @'z-deS-leS-tI-re-bIl-dI-'GI
özdeşleştirmelerinin  @'z-deS-leS-tIr-me-le-rI-'nIn
özdevimli  @'z-de-vIm-'lI
özelleştiriyor  @'-zel-leS-tI-rI-'Zor
özelleştirmemeye  @'-zel-leS-tIr-me-me-'Ze
özendirebilmemiz  @'-zen-dI-re-bIl-me-'mIz
özerkleştirebilseydik  @'-zerk-leS-tI-re-bIl-seZ-'dIk
özerkliklere  @'-zerk-lIk-le-'re
özese  @'ze-'se
özetlediğimde  @'-zet-le-dI-GIm-'de
özetlediğin  @'-zet-le-dI-'GIn
özetlemenizin  @'-zet-le-me-nI-'zIn
özetlendiği  @'-zet-len-dI-'GI
özetlerinde  @'-zet-le-rIn-'de
özgürleşeceğini  @'z-gZr-le-Se-dZe-GI-'nI
özgürleştirdikçe  @'z-gZr-leS-tIr-dIk-'tSe
özgürleştirildikten  @'z-gZr-leS-tI-rIl-dIk-'ten
özleminden  @'z-le-mIn-'den
özleminizin  @'z-le-mI-nI-'zIn
özlenmeyecektir  @'z-len-me-Ze-dZek-'tIr
özleştirilmesine  @'z-leS-tI-rIl-me-sI-'ne
özlülerin  @'z-lZ-le-'rIn
öznelliğiyle  @'z-nel-lI-GIZ-'le
özümsemekte  @'-zZm-se-mek-'te
özümsemesiyle  @'-zZm-se-me-sIZ-'le
özümseten  @'-zZm-se-'ten
özümün  @'zZ-'mZn
özürlüsünden  @'-zZr-lZ-sZn-'den
padişahımızdır  pa-dI-Sa-h@-m@z-'d@r
paftalarda  paf-ta-lar-'da
pahalandığı  pa-ha-lan-d@-'G@
pahalılaşınca  pa-ha-l@-la-S@n-'dZa
paklanırsan  pak-la-n@r-'san
palavralarımızı  pa-lav-ra-la-r@-m@-'z@
palazlanabilecek  pa-laz-la-na-bI-le-'dZek
palazlanan  pa-laz-la-'nan
paltoları  pal-to-la-'r@
palyaçosuna  pal-Za-tSo-su-'na
pamukludan  pa-muk-lu-'dan
panelin  pa-ne-'lIn
paneline  pa-ne-lI-'ne
paneliydi  pa-ne-lIZ-'dI
paniklemiyor  pa-nIk-le-mI-'Zor
paniklerken  pa-nIk-ler-'ken
pankreasçı  pank-re-as-'tS@
panomuzun  pa-no-mu-'zun
panteizme  pan-te-Iz-'me
papazınınki  pa-pa-z@-n@n-'kI
papazlığının  pa-paz-l@-G@-'n@n
papirüsüne  pa-pI-rZ-sZ-'ne
paradokslardan  pa-ra-doks-lar-'dan
paraflarla  pa-raf-lar-'la
paralarsınız  pa-ra-lar-s@-'n@z
paralellerdeki  pa-ra-lel-ler-de-'kI
parçacılarda  par-tSa-dZ@-lar-'da
parçalanamaz  par-tSa-la-na-'maz
parçalanmamıza  par-tSa-lan-ma-m@-'za
parıltılarına  pa-r@l-t@-la-r@-'na
parıltılarının  pa-r@l-t@-la-r@-'n@n
parıltıyla  pa-r@l-t@Z-'la
parlamayı  par-la-ma-'Z@
parlatılamayacak  par-la-t@-la-ma-Za-'dZak
parlatın  par-la-'t@n
parselasyonları  par-se-las-Zon-la-'r@
parşömenleri  par-S@'-men-le-'rI
partidekiler  par-tI-de-kI-'ler
partileşmeyerek  par-tI-leS-me-Ze-'rek
partinini  par-tI-nI-'nI
partisyonlu  par-tIs-Zon-'lu
partizanlarıyla  par-tI-zan-la-r@Z-'la
paslaşıyordun  pas-la-S@-Zor-'dun
paslaşmaların  pas-laS-ma-la-'r@n
pastasındaki  pas-ta-s@n-da-'kI
patenlerle  pa-ten-ler-'le
patentleriyle  pa-tent-le-rIZ-'le
pati  pa-'tI
patikasından  pa-tI-ka-s@n-'dan
patilerinin  pa-tI-le-rI-'nIn
patlamamın  pat-la-ma-'m@n
patlamasak  pat-la-ma-'sak
patlamayınca  pat-la-ma-Z@n-'dZa
patlamışsa  pat-la-m@S-'sa
patlayamadı  pat-la-Za-ma-'d@
patlayıverince  pat-la-Z@-ve-rIn-'dZe
patlıcandan  pat-l@-dZan-'dan
patronluğu  pat-ron-lu-'Gu
patronumuzdan  pat-ro-nu-muz-'dan
payı  pa-'Z@
payım  pa-'Z@m
payımızı  pa-Z@-m@-'z@
paylarıysa  paZ-la-r@Z-'sa
paylaşabildiği  paZ-la-Sa-bIl-dI-'GI
paylaşamadıklarını  paZ-la-Sa-ma-d@k-la-r@-'n@
paylaşamıyorum  paZ-la-Sa-m@-Zo-'rum
paylaşılmamak  paZ-la-S@l-ma-'mak
paylaşırım  paZ-la-S@-'r@m
paylaşmamalarının  paZ-laS-ma-ma-la-r@-'n@n
paylaşmayanlar  paZ-laS-ma-Zan-'lar
paylaştırıldığının  paZ-laS-t@-r@l-d@-G@-'n@n
paylaştırmaktı  paZ-laS-t@r-mak-'t@
paylaştırmışlardır  paZ-laS-t@r-m@S-lar-'d@r
pazardık  pa-zar-'d@k
pazarınızdan  pa-za-r@-n@z-'dan
pazarlamıyorlarsa  pa-zar-la-m@-Zor-lar-'sa
pazarlardaki  pa-zar-lar-da-'kI
pehlivanından  peh-lI-va-n@n-'dan
pekmezcinin  pek-mez-dZI-'nIn
pekmezlerim  pek-mez-le-'rIm
pelüş  pe-'lZS
pelüşler  pe-lZS-'ler
pembeliğin  pem-be-lI-'GIn
pembeliğinde  pem-be-lI-GIn-'de
penaltıcıydı  pe-nal-t@-dZ@Z-'d@
penaltıların  pe-nal-t@-la-'r@n
pencerelerim  pen-dZe-re-le-'rIm
pencerelerinden  pen-dZe-re-le-rIn-'den
pencerelik  pen-dZe-re-'lIk
pençeyse  pen-tSeZ-'se
penguenlerime  pen-gu-en-le-rI-'me
perakendecinin  pe-ra-ken-de-dZI-'nIn
perçinlenmesinden  per-tSIn-len-me-sIn-'den
perilere  pe-rI-le-'re
perinin  pe-rI-'nIn
perisiydim  pe-rI-sIZ-'dIm
personelindeki  per-so-ne-lIn-de-'kI
personellerimiz  per-so-nel-le-rI-'mIz
perukayı  pe-ru-ka-'Z@
perukçularda  pe-ruk-tSu-lar-'da
pervasına  per-va-s@-'na
pervasızlıklarından  per-va-s@z-l@k-la-r@n-'dan
pervasızlıklarla  per-va-s@z-l@k-lar-'la
peşinatlarının  pe-SI-nat-la-r@-'n@n
peşkeşi  peS-ke-'SI
peşkeşidir  peS-ke-SI-'dIr
peşkirlerine  peS-kIr-le-rI-'ne
peteği  pe-te-'GI
peteğimin  pe-te-GI-'mIn
petrolcülerden  pet-rol-dZZ-ler-'den
petrolcüleri  pet-rol-dZZ-le-'rI
peydahlanmasına  peZ-dah-lan-ma-s@-'na
peydahlayacak  peZ-dah-la-Za-'dZak
peygamberinki  peZ-gam-be-rIn-'kI
peyzajında  peZ-za-Z@n-'da
pırpırlanıyor  p@r-p@r-la-n@-'Zor
piçti  pItS-'tI
pidecilere  pI-de-dZI-le-'re
pijama  pI-Za-'ma
pilotlarınca  pI-lot-la-r@n-'dZa
pipisine  pI-pI-sI-'ne
pipoları  pI-po-la-'r@
pisleştiren  pIs-leS-tI-'ren
pistine  pIs-tI-'ne
pişekardan  pI-Se-kar-'dan
pişirebilirim  pI-SI-re-bI-lI-'rIm
pişirilebilen  pI-SI-rI-le-bI-'len
pişiyordu  pI-SI-Zor-'du
piştilerini  pIS-tI-le-rI-'nI
piyanistlikte  pI-Za-nIst-lIk-'te
piyanocuyu  pI-Za-no-dZu-'Zu
piyanoyu  pI-Za-no-'Zu
piye  pI-'Ze
plajlaraysa  p-laZ-la-raZ-'sa
plakalardaki  p-la-ka-lar-da-'kI
planetaryumu  p-la-ne-tar-Zu-'mu
planımı  p-la-n@-'m@
planımızın  p-la-n@-m@-'z@n
planlamazsan  p-lan-la-maz-'san
planlanamadı  p-lan-la-na-ma-'d@
planlanıp  p-lan-la-'n@p
planlanıyormuş  p-lan-la-n@-Zor-'muS
platinleri  p-la-tIn-le-'rI
platoda  p-la-to-'da
pline  p-lI-'ne
podyumlarının  pod-Zum-la-r@-'n@n
poğaçalarından  po-Ga-tSa-la-r@n-'dan
poliçelerinde  po-lI-tSe-le-rIn-'de
polikliniklerinden  po-lIk-lI-nIk-le-rIn-'den
politikacılarıyla  po-lI-tI-ka-dZ@-la-r@Z-'la
politikacını  po-lI-tI-ka-dZ@-'n@
politikanızın  po-lI-tI-ka-n@-'z@n
politikleşti  po-lI-tIk-leS-'tI
pompacıların  pom-pa-dZ@-la-'r@n
pompaladım  pom-pa-la-'d@m
popolara  po-po-la-'ra
popülerliliğini  po-pZ-ler-lI-lI-GI-'nI
pornolarındakinden  por-no-la-r@n-da-kIn-'den
portakallısı  por-ta-kal-l@-'s@
postalımı  pos-ta-l@-'m@
postaya  pos-ta-'Za
postsuz  post-'suz
postulatın  pos-tu-la-'t@n
poşulun  po-Su-'lun
poundu  po-un-'du
pozisyonumuzu  po-zIs-Zo-nu-mu-'zu
pörsümüş  p@'r-sZ-'mZS
pragmatiklerin  p-rag-ma-tIk-le-'rIn
pratiklikten  p-ra-tIk-lIk-'ten
prematüreleri  p-re-ma-tZ-re-le-'rI
prensteki  p-rens-te-'kI
preslemeniz  p-res-le-me-'nIz
primatlardan  p-rI-mat-lar-'dan
prodüktörleriyse  p-ro-dZk-t@'r-le-rIZ-'se
profesörlerimi  p-ro-fe-s@'r-le-rI-'mI
profesörümüzü  p-ro-fe-s@'-rZ-mZ-'zZ
profillidir  p-ro-fIl-lI-'dIr
programlanıyor  p-rog-ram-la-n@-'Zor
programların  p-rog-ram-la-'r@n
programlarsınız  p-rog-ram-lar-s@-'n@z
projeksiyonlara  p-ro-Zek-sI-Zon-la-'ra
projeksiyonlarıyla  p-ro-Zek-sI-Zon-la-r@Z-'la
projelerimizdeki  p-ro-Ze-le-rI-mIz-de-'kI
proleterleşen  p-ro-le-ter-le-'Sen
propagandistlerinden  p-ro-pa-gan-dIst-le-rIn-'den
prosedürlü  p-ro-se-dZr-'lZ
prosesten  p-ro-ses-'ten
prospektüslerden  p-ros-pek-tZs-ler-'den
protestolarımız  p-ro-tes-to-la-r@-'m@z
protezinizi  p-ro-te-zI-nI-'zI
protezlerim  p-ro-tez-le-'rIm
protokolcülere  p-ro-to-kol-dZZ-le-'re
protonları  p-ro-ton-la-'r@
psikiyatrlığa  p-sI-kI-Zatr-l@-'Ga
psikolojimdeki  p-sI-ko-lo-ZIm-de-'kI
psikolojisindeler  p-sI-ko-lo-ZI-sIn-de-'ler
psikopatolojisinden  p-sI-ko-pa-to-lo-ZI-sIn-'den
psikopatsanız  p-sI-ko-pat-sa-'n@z
puansızlığını  pu-an-s@z-l@-G@-'n@
puantajların  pu-an-taZ-la-'r@n
pula  pu-'la
pulladı  pul-la-'d@
pullarım  pul-la-'r@m
punduna  pun-du-'na
puştluğunun  puSt-lu-Gu-'nun
pürleriyle  pZr-le-rIZ-'le
püskürdük  pZs-kZr-'dZk
püskürtücü  pZs-kZr-tZ-'dZZ
rabıtadır  ra-b@-ta-'d@r
raconum  ra-dZo-'num
radikalizmdeki  ra-dI-ka-lIzm-de-'kI
radikallerinin  ra-dI-kal-le-rI-'nIn
radyocularıyla  rad-Zo-dZu-la-r@Z-'la
radyologların  rad-Zo-log-la-'r@n
radyoyuz  rad-Zo-'Zuz
rafinelilerde  ra-fI-ne-lI-ler-'de
raflarıyla  raf-la-r@Z-'la
raftır  raf-'t@r
rahatlatacağım  ra-hat-la-ta-dZa-'G@m
rahatlatmayacağının  ra-hat-lat-ma-Za-dZa-G@-'n@n
rahatlıktır  ra-hat-l@k-'t@r
rahatsızlığımızı  ra-hat-s@z-l@-G@-m@-'z@
rahibelere  ra-hI-be-le-'re
rahibelerini  ra-hI-be-le-rI-'nI
rahmanı  rah-ma-'n@
rahmetleri  rah-met-le-'rI
rakamlısı  ra-kam-l@-'s@
rakıcılıkta  ra-k@-dZ@-l@k-'ta
ramazan  ra-ma-'zan
ramazandayız  ra-ma-zan-da-'Z@z
rampalarına  ram-pa-la-r@-'na
raporlamadan  ra-por-la-ma-'dan
raportörden  ra-por-t@'r-'den
raportörlerden  ra-por-t@'r-ler-'den
rastlanılmadı  rast-la-n@l-ma-'d@
rastlanır  rast-la-'n@r
rasyonellerimizin  ras-Zo-nel-le-rI-mI-'zIn
raylardan  raZ-lar-'dan
razıymışız  ra-z@Z-m@-'S@z
reaksiyonlarıdır  re-ak-sI-Zon-la-r@-'d@r
reddedemezsiniz  red-de-de-mez-sI-'nIz
reddedilmeyerek  red-de-dIl-me-Ze-'rek
reddetmektedirler  red-det-mek-te-dIr-'ler
reddetmeseler  red-det-me-se-'ler
reddetmez  red-det-'mez
reddetmişlerdi  red-det-mIS-ler-'dI
reddettik  red-det-'tIk
refahınkinin  re-fa-h@n-kI-'nIn
referandumsa  re-fe-ran-dum-'sa
referanslarımıza  re-fe-rans-la-r@-m@-'za
reformuyla  re-for-muZ-'la
rejim  re-'ZIm
rejisörle  re-ZI-s@'r-'le
rekabetçiliğine  re-ka-bet-tSI-lI-GI-'ne
reklamcılarla  rek-lam-dZ@-lar-'la
rekoruna  re-ko-ru-'na
rektumdan  rek-tum-'dan
remide  re-mI-'de
renkliliklerse  renk-lI-lIk-ler-'se
renkteyse  renk-teZ-'se
resepsiyonmuş  re-sep-sI-Zon-'muS
resitalinin  re-sI-ta-lI-'nIn
resmedildiği  res-me-dIl-dI-'GI
resmetmişse  res-met-mIS-'se
resmileştikçe  res-mI-leS-tIk-'tSe
resmileştirilememesinden  res-mI-leS-tI-rI-le-me-me-sIn-'den
restleşmedik  rest-leS-me-'dIk
restorancılıkta  res-to-ran-dZ@-l@k-'ta
restorandık  res-to-ran-'d@k
restorasyondu  res-to-ras-Zon-'du
resulüyle  re-su-lZZ-'le
reşitimiz  re-SI-tI-'mIz
reviri  re-vI-'rI
revizyonizmiyle  re-vIz-Zo-nIz-mIZ-'le
reyimizin  re-ZI-mI-'zIn
reyting  reZ-'tIng
rezervimizle  re-zer-vI-mIz-'le
rıhtımına  r@h-t@-m@-'na
ringini  rIn-gI-'nI
roldür  rol-'dZr
rolünle  ro-lZn-'le
romanız  ro-ma-'n@z
romanlarınıza  ro-man-la-r@-n@-'za
romansından  ro-man-s@n-'dan
romanslaşır  ro-mans-la-'S@r
rotasından  ro-ta-s@n-'dan
rölativite  r@'-la-tI-vI-'te
römorkunda  r@'-mor-kun-'da
röntgencisiyle  r@'nt-gen-dZI-sIZ-'le
röportajlarınızda  r@'-por-taZ-la-r@-n@z-'da
ruf  ruf
ruhlarımızla  ruh-la-r@-m@z-'la
ruhludurlar  ruh-lu-dur-'lar
ruhsatına  ruh-sa-t@-'na
rulolarca  ru-lo-lar-'dZa
rükünlerini  rZ-kZn-le-rI-'nI
rüştiyeye  rZS-tI-Ze-'Ze
rüşvetli  rZS-vet-'lI
rütbenizi  rZt-be-nI-'zI
saadetinizi  sa-a-de-tI-nI-'zI
saadetten  sa-a-det-'ten
sabahlı  sa-bah-'l@
sabahlıyorduk  sa-bah-l@-Zor-'duk
sabıkasızlıklarından  sa-b@-ka-s@z-l@k-la-r@n-'dan
sabitleyebiliyor  sa-bIt-le-Ze-bI-lI-'Zor
sabolara  sa-bo-la-'ra
sabotajcılara  sa-bo-taZ-dZ@-la-'ra
sabotajcılardan  sa-bo-taZ-dZ@-lar-'dan
sabredilmesinden  sab-re-dIl-me-sIn-'den
sabretseydiniz  sab-ret-seZ-dI-'nIz
sacından  sa-dZ@n-'dan
saçılmıştı  sa-tS@l-m@S-'t@
saçıntının  sa-tS@n-t@-'n@n
saçmaladım  satS-ma-la-'d@m
saçmalamama  satS-ma-la-ma-'ma
saçmalardı  satS-ma-lar-'d@
sadağını  sa-da-G@-'n@
sadecik  sa-de-'dZIk
sadeleştirmesidir  sa-de-leS-tIr-me-sI-'dIr
sadeleştirmişler  sa-de-leS-tIr-mIS-'ler
sadeliklerine  sa-de-lIk-le-rI-'ne
sadelikte  sa-de-lIk-'te
sadizminin  sa-dIz-mI-'nIn
safhasındaki  saf-ha-s@n-da-'kI
sağalmış  sa-Gal-'m@S
sağcılaşma  saG-dZ@-laS-'ma
sağcımız  saG-dZ@-'m@z
sağdan  saG-'dan
sağdırmak  saG-d@r-'mak
sağı  sa-'G@
sağımızdakinin  sa-G@-m@z-da-kI-'nIn
sağının  sa-G@-'n@n
sağlamadan  saG-la-ma-'dan
sağlamadığımıza  saG-la-ma-d@-G@-m@-'za
sağlamışlardır  saG-la-m@S-lar-'d@r
sağlamlaştırmalıyız  saG-lam-laS-t@r-ma-l@-'Z@z
sağlamlıkla  saG-lam-l@k-'la
sağlanabiliyordu  saG-la-na-bI-lI-Zor-'du
sağlanamadığına  saG-la-na-ma-d@-G@-'na
sağlanmadığını  saG-lan-ma-d@-G@-'n@
sağlasam  saG-la-'sam
sağlayabiliyorlarsa  saG-la-Za-bI-lI-Zor-lar-'sa
sağlayabilmem  saG-la-Za-bIl-'mem
sağlayamadığım  saG-la-Za-ma-d@-'G@m
sağlımızı  saG-l@-m@-'z@
sahalarıdır  sa-ha-la-r@-'d@r
sahibiyimdir  sa-hI-bI-ZIm-'dIr
sahihsiz  sa-hIh-'sIz
sahiplendirmenin  sa-hIp-len-dIr-me-'nIn
sahiplenmedin  sa-hIp-len-me-'dIn
sahnelememde  sah-ne-le-mem-'de
sahnelemişlerdi  sah-ne-le-mIS-ler-'dI
sahnelenemeyeceğine  sah-ne-le-ne-me-Ze-dZe-GI-'ne
sahnelerime  sah-ne-le-rI-'me
sakağa  sa-ka-'Ga
sakatladık  sa-kat-la-'d@k
sakatlanacağı  sa-kat-la-na-dZa-'G@
sakınırken  sa-k@-n@r-'ken
sakıntı  sa-k@n-'t@
sakıt  sa-'k@t
sakıtlıklardan  sa-k@t-l@k-lar-'dan
sakilce  sa-kIl-'dZe
sakindin  sa-kIn-'dIn
sakinleşmiyoruz  sa-kIn-leS-mI-Zo-'ruz
sakinleştireceği  sa-kIn-leS-tI-re-dZe-'GI
saklamışsın  sak-la-m@S-'s@n
saklamıyordun  sak-la-m@-Zor-'dun
saklanabildiği  sak-la-na-bIl-dI-'GI
saklısını  sak-l@-s@-'n@
salaklarla  sa-lak-lar-'la
salatalıklarını  sa-la-ta-l@k-la-r@-'n@
salatanın  sa-la-ta-'n@n
saldığımı  sal-d@-G@-'m@
saldırılmadığı  sal-d@-r@l-ma-d@-'G@
saldırırdık  sal-d@-r@r-'d@k
salgılanmalı  sal-g@-lan-ma-'l@
sallamamış  sal-la-ma-'m@S
sallamayana  sal-la-ma-Za-'na
sallamıyorsunuz  sal-la-m@-Zor-su-'nuz
sallanacak  sal-la-na-'dZak
sallandırılmasından  sal-lan-d@-r@l-ma-s@n-'dan
sallanmasına  sal-lan-ma-s@-'na
sallayıp  sal-la-'Z@p
salmamasına  sal-ma-ma-s@-'na
salonundaysa  sa-lo-nun-daZ-'sa
salt  salt
samanlığa  sa-man-l@-'Ga
sambacısı  sam-ba-dZ@-'s@
samimiyet  sa-mI-mI-'Zet
samimiyetsizlikten  sa-mI-mI-Zet-sIz-lIk-'ten
sanabilirsin  sa-na-bI-lIr-'sIn
sananlarımızın  sa-nan-la-r@-m@-'z@n
sananlarsa  sa-nan-lar-'sa
sanatçının  sa-nat-tS@-'n@n
sanatın  sa-na-'t@n
sanatlarına  sa-nat-la-r@-'na
sanatlısı  sa-nat-l@-'s@
sanayileşirlerse  sa-na-ZI-le-SIr-ler-'se
sancaktarlığını  san-dZak-tar-l@-G@-'n@
sandaletlerinizi  san-da-let-le-rI-nI-'zI
sandalyelilerin  san-dal-Ze-lI-le-'rIn
sandukasına  san-du-ka-s@-'na
sanığının  sa-n@-G@-'n@n
sanmaktaydı  san-mak-taZ-'d@
sanrıladığım  san-r@-la-d@-'G@m
sansarları  san-sar-la-'r@
sansürlemediklerini  san-sZr-le-me-dIk-le-rI-'nI
sansürsüzlükten  san-sZr-sZz-lZk-'ten
sansürümüzdür  san-sZ-rZ-mZz-'dZr
santrifüjlerdeki  sant-rI-fZZ-ler-de-'kI
sapabilen  sa-pa-bI-'len
saparsınız  sa-par-s@-'n@z
sapıştı  sa-p@S-'t@
sapıtmadım  sa-p@t-ma-'d@m
sapıtması  sa-p@t-ma-'s@
sapkınlığıyla  sap-k@n-l@-G@Z-'la
sapladıktan  sap-la-d@k-'tan
saplamasını  sap-la-ma-s@-'n@
sapmamamdır  sap-ma-mam-'d@r
saptamalardı  sap-ta-ma-lar-'d@
saptamamıza  sap-ta-ma-m@-'za
saptanabilirken  sap-ta-na-bI-lIr-'ken
saptanmamalıdır  sap-tan-ma-ma-l@-'d@r
saptırmadım  sap-t@r-ma-'d@m
sarartmış  sa-rart-'m@S
saraydakiler  sa-raZ-da-kI-'ler
sardalyeye  sar-dal-Ze-'Ze
sardırılan  sar-d@-r@-'lan
sardunyaya  sar-dun-Za-'Za
sarılabilseydim  sa-r@-la-bIl-seZ-'dIm
sarılarıyla  sa-r@-la-r@Z-'la
sarılınacak  sa-r@-l@-na-'dZak
sarılmasını  sa-r@l-ma-s@-'n@
sarılmayanlar  sa-r@l-ma-Zan-'lar
sarımsaktaki  sa-r@m-sak-ta-'kI
sarkmamış  sark-ma-'m@S
sarmalarsan  sar-ma-lar-'san
sarmalıyoruz  sar-ma-l@-Zo-'ruz
sarmaz  sar-'maz
sarpa  sar-'pa
satamıyorsun  sa-ta-m@-Zor-'sun
satandan  sa-tan-'dan
sataşmaması  sa-taS-ma-ma-'s@
sataştıklarında  sa-taS-t@k-la-r@n-'da
satıcısıyım  sa-t@-dZ@-s@-'Z@m
satıhtır  sa-t@h-'t@r
satılmasının  sa-t@l-ma-s@-'n@n
satılmayacağını  sa-t@l-ma-Za-dZa-G@-'n@
satılmışken  sa-t@l-m@S-'ken
satıra  sa-t@-'ra
satışan  sa-t@-'San
satışılır  sa-t@-S@-'l@r
satışıyla  sa-t@-S@Z-'la
satmazsınız  sat-maz-s@-'n@z
satrapların  sat-rap-la-'r@n
sattıklarımın  sat-t@k-la-r@-'m@n
sattıksa  sat-t@k-'sa
savanlarını  sa-van-la-r@-'n@
savaşayım  sa-va-Sa-'Z@m
savaşçısıydı  sa-vaS-tS@-s@Z-'d@
savaşmayacak  sa-vaS-ma-Za-'dZak
savaşmıyorsunuz  sa-vaS-m@-Zor-su-'nuz
savcısından  sav-dZ@-s@n-'dan
savıcılıkta  sa-v@-dZ@-l@k-'ta
savımı  sa-v@-'m@
savladığı  sav-la-d@-'G@
savruklaştığını  sav-ruk-laS-t@-G@-'n@
savruksa  sav-ruk-'sa
savsaklamayı  sav-sak-la-ma-'Z@
savunanlara  sa-vu-nan-la-'ra
savunanlarınki  sa-vu-nan-la-r@n-'kI
savunmasızdırlar  sa-vun-ma-s@z-d@r-'lar
savurmayı  sa-vur-ma-'Z@
sayabildiğine  sa-Za-bIl-dI-GI-'ne
