à 'a functional
ç' 's 
hypersensible i-pE-Rsa~-si-'bl@ 
hypersensibles i-pE-Rsa~-si-'bl@ 
hypertension i-pER-ta~-'sjo~ 
hypertensions i-pER-ta~-'sjo~ 
hyperthermie i-pER-tE-'Rmi 
hypertrophié i-pER-tR0f-'je 
hypertrophie i-pER-tR0-'fi 
hypertrophiée i-pER-tR0f-'je 
hypertrophiee i-pER-tR0f-'ji 
hypertrophiees i-pER-tR0f-'ji 
hypertrophies i-pER-tR0-'fi 
hypertrophiées i-pER-tR0f-'je 
hypertrophiés i-pER-tR0f-'je 
hypnose i-'pnoz 
hypnotique i-pn0-'tik 
hypnotiques i-pn0-'tik 
hypnotisé i-pn0-ti-'ze 
hypnotise i-pn0-'tiz 
hypnotisée i-pn0-ti-'ze 
hypnotisee i-pn0-ti-'zi 
hypnotiser i-pn0-ti-'ze 
hypnotises i-pn0-'tiz 
hypnotisés i-pn0-ti-'ze 
hypocrisie i-p0k-Ri-'zi 
hypocrisies i-p0k-Ri-'zi 
hypocrite i-p0k-'Rit 
hypocritement i-p0k-Ri-t@-'ma~ 
hypocrites i-p0k-'Rit 
hypogée i-p0-'Ze 
hypogee i-p0-'Zi 
hypoglycemie i-p0g-li-s@-'mi 
hypoglycémie i-p0g-li-se-'mi 
hypophysaire i-p0-fi-'zER 
hypophysaires i-p0-fi-'zER 
hypophyse i-p0-'fiz 
hypophyses i-p0-'fiz 
hypostyle i-p0s-'til 
hypotension i-p0-ta~-'sjo~ 
hypotenuse i-p0-t@-'nyz 
hypothalamus i-p0-ta-la-'mys 
hypothécaire i-p0-te-'kER 
hypothécaires i-p0-te-'kER 
hypothecaire i-p0-t@-'kER 
hypothecaires i-p0-t@-'kER 
hypothequant i-p0-t@-'ka~ 
hypotheque i-p0-'t@k 
hypothequee i-p0-t@-'ki 
hypothequees i-p0-t@-'ki 
hypothequent i-p0-t@-'ka~ 
hypothequer i-p0-t@-'ke 
hypothequerait i-p0-t@-k@-'RE 
hypotheques i-p0-'t@k 
hypothermie i-p0-tE-'Rmi 
hypothese i-p0-'t@z 
hypotheses i-p0-'t@z 
hypothetique i-p0-t@-'tik 
hypothetiques i-p0-t@-'tik 
hypothéqué i-p0-te-'ke 
hypothéquant i-p0-te-'ka~ 
hypothèque i-p0-'tEk 
hypothéquée i-p0-te-'ke 
hypothèquent i-p0-'tEk 
hypothéquer i-p0-te-'ke 
hypothéquerait i-p0-te-k@-'RE 
hypothèques i-p0-'tEk 
hypothéquées i-p0-te-'ke 
hypothéqués i-p0-te-'ke 
hypothèse i-p0-'tEz 
hypothèses i-p0-'tEz 
hypothétique i-p0-te-'tik 
hypothétiques i-p0-te-'tik 
hypoténuse i-p0-te-'nyz 
hypotrophie i-p0t-R0-'fi 
hyères 'jER 
hysterie is-t@-'Ri 
hysteries is-t@-'Ri 
hysterique is-t@-'Rik 
hysteriques is-t@-'Rik 
hystérie is-te-'Ri 
hystéries is-te-'Ri 
hystérique is-te-'Rik 
hystériques is-te-'Rik 
i 'i 
i '9~ 
# i.
ian 'jan 
iberique i-b@-'Rik 
iberiques i-b@-'Rik 
ibidem i-bi-'dEm 
ibis i-'bis 
ibiza i-bi-'za 
ibm i-be-'Em 
ibrahim i-bRa-'im 
ibrahimi i-bRa-i-'mi 
ibérique i-be-'Rik 
ibériques i-be-'Rik 
iceberg ajs-bER-'g@ 
icebergs ajs-bER-'g@ 
ice-cream ajs-'kRim 
ici i-'si 
ici-bas i-si-'ba 
icône i-'kon 
icônes i-'kon 
icone i-'k0n 
icones i-'k0n 
iconique i-k0-'nik 
iconiques i-k0-'nik 
iconoclaste i-k0-n0k-las-'t@ 
iconoclastes i-k0-n0k-las-'t@ 
iconographie i-k0-n0g-Ra-'fi 
iconographies i-k0-n0g-Ra-'fi 
iconostase i-k0-n0s-'taz 
iconostases i-k0-n0s-'taz 
ictere i-'kt@R 
ictère i-'ktER 
ida i-'da 
idaho i-da-'o 
idéal i-de-'al 
idéale i-de-'al 
idéalement i-de-a-l@-'ma~ 
idéales i-de-'al 
idéalisé i-de-a-li-'ze 
idéalisait i-de-a-li-'zE 
idéalisant i-de-a-li-'za~ 
idéalisation i-de-a-li-za-'sjo~ 
idéalise i-de-a-'liz 
idéalisée i-de-a-li-'ze 
idéalisent i-de-a-'liz 
idéaliser i-de-a-li-'ze 
idéalisées i-de-a-li-'ze 
idéalisme i-de-a-li-'sm@ 
idéalisés i-de-a-li-'ze 
idéaliste i-de-a-lis-'t@ 
idéalistes i-de-a-lis-'t@ 
idéals i-de-'al 
idéaux i-de-'o 
idée i-'de 
ideal i-'dal 
ideale i-'dal 
idealement i-da-l@-'ma~ 
ideales i-'dal 
idealisait i-da-li-'zE 
idealisant i-da-li-'za~ 
idealisation i-da-li-za-'sjo~ 
idealise i-da-'liz 
idealisee i-da-li-'zi 
idealisees i-da-li-'zi 
idealisent i-da-li-'za~ 
idealiser i-da-li-'ze 
idealises i-da-'liz 
idealisme i-da-li-'sm@ 
idealiste i-da-lis-'t@ 
idealistes i-da-lis-'t@ 
ideals i-'dal 
ideaux i-'do 
idee i-'di 
idees i-'di 
idem i-'dEm 
identifié i-da~-ti-'fje 
identifia i-da~-ti-'fja 
identifiable i-da~-ti-fja-'bl@ 
identifiables i-da~-ti-fja-'bl@ 
identifiaient i-da~-ti-'fjE 
identifiait i-da~-ti-'fjE 
identifiant i-da~-ti-'fja~ 
identification i-da~-ti-fi-ka-'sjo~ 
identifications i-da~-ti-fi-ka-'sjo~ 
identifie i-da~-ti-'fi 
identifiée i-da~-ti-'fje 
identifiee i-da~-ti-'fji 
identifiees i-da~-ti-'fji 
identifient i-da~-ti-'fi 
identifier i-da~-ti-'fje 
identifiera i-da~-ti-fi-'Ra 
identifierait i-da~-ti-fi-'RE 
identifieront i-da~-ti-fi-'Ro~ 
identifies i-da~-ti-'fi 
identifiées i-da~-ti-'fje 
identifions i-da~-ti-'fjo~ 
identifiés i-da~-ti-'fje 
identique i-da~-'tik 
identiquement i-da~-ti-k@-'ma~ 
identiques i-da~-'tik 
identité i-da~-ti-'te 
identitaire i-da~-ti-'tER 
identitaires i-da~-ti-'tER 
identite i-da~-'tit 
identites i-da~-'tit 
identités i-da~-ti-'te 
ideogramme i-d0g-'Ram 
ideogrammes i-d0g-'Ram 
ideologie i-d0-l0-'Zi 
ideologies i-d0-l0-'Zi 
ideologique i-d0-l0-'Zik 
ideologiquement i-d0-l0-Zi-k@-'ma~ 
ideologiques i-d0-l0-'Zik 
ideologise i-d0-l0-'Ziz 
ideologisee i-d0-l0-Zi-'zi 
ideologue i-d0-'l0g 
ideologues i-d0-'l0g 
ides 'id 
idées i-'de 
idiomatique i-dj0-ma-'tik 
idiomatiques i-dj0-ma-'tik 
idiome i-'djom 
idiomes i-'djom 
idiosyncrasie i-dj0-ze~-kRa-'zi 
idiosyncrasies i-dj0-ze~-kRa-'zi 
idiot i-'djo 
idiote i-'dj0t 
idiotes i-'dj0t 
idiotie i-dj0-'si 
idioties i-dj0-'si 
idiotismes i-dj0-ti-'sm@ 
idiots i-'djo 
idéogramme i-de-0g-'Ram 
idéogrammes i-de-0g-'Ram 
idoine i-'dwan 
idoines i-'dwan 
idolatre i-d0-la-'tR@ 
idolatres i-d0-la-'tR@ 
idolatrie i-d0-la-'tRi 
idolatries i-d0-la-'tRi 
idole i-'d0l 
idoles i-'d0l 
idéologie i-de-0-l0-'Zi 
idéologies i-de-0-l0-'Zi 
idéologique i-de-0-l0-'Zik 
idéologiquement i-de-0-l0-Zi-k@-'ma~ 
idéologiques i-de-0-l0-'Zik 
idéologisé i-de-0-l0-Zi-'ze 
idéologisée i-de-0-l0-Zi-'ze 
idéologue i-de-0-'l0g 
idéologues i-de-0-'l0g 
idolâtre i-d0-la-'tR@ 
idolâtres i-d0-la-'tR@ 
idolâtrie i-d0-la-'tRi 
idolâtries i-d0-la-'tRi 
idris i-'dRis 
idriss i-'dRis 
ids 'ids 
idylle i-'dil 
idylles i-'dil 
idyllique i-di-'lik 
idylliques i-di-'lik 
if 'if 
iff 'if 
ifop i-'f0p 
ifremer i-fR@-'mER 
ifs 'if 
iglesias i-gle-'zjas 
ignace i-'njas 
igname i-'njam 
ignames i-'njam 
ignare i-'njaR 
ignares i-'njaR 
ignition i-nji-'sjo~ 
ignoble i-nj0b-'l@ 
ignobles i-nj0b-'l@ 
ignominie i-nj0-mi-'ni 
ignominies i-nj0-mi-'ni 
ignominieuse i-nj0-mi-'nj9z 
ignominieuses i-nj0-mi-'nj9z 
ignominieux i-nj0-mi-'nj@ 
ignoré i-nj0-'Re 
ignora i-nj0-'Ra 
ignoraient i-nj0-'RE 
ignorais i-nj0-'RE 
ignorait i-nj0-'RE 
ignorance i-nj0-'Ra~s 
ignorances i-nj0-'Ra~s 
ignorant i-nj0-'Ra~ 
ignorante i-nj0-'Ra~t 
ignorantes i-nj0-'Ra~t 
ignorants i-nj0-'Ra~ 
ignore i-'nj0R 
ignorée i-nj0-'Re 
ignoree i-nj0-'Ri 
ignorees i-nj0-'Ri 
ignorent i-'nj0R 
ignorer i-nj0-'Re 
ignorera i-nj0-R@-'Ra 
ignoreraient i-nj0-R@-'RE 
ignorerait i-nj0-R@-'RE 
ignorerent i-nj0-R@-'Ra~ 
ignorerons i-nj0-R@-'Ro~ 
ignoreront i-nj0-R@-'Ro~ 
ignores i-'nj0R 
ignorées i-nj0-'Re 
ignorez i-nj0-'Re 
ignoriez i-nj0R-'jE 
ignorions i-nj0R-'jo~ 
ignorons i-nj0-'Ro~ 
ignorèrent i-nj0-'RER 
ignorés i-nj0-'Re 
igor i-'g0R 
iguane i-'gwan 
iguanes i-'gwan 
iguanodon i-gwa-n0-'do~ 
iht 'i 
ii i-'i 
iii 'tRwa 
il 'il 
-il 'il 
ile 'il 
ile-de-france i-l@-d@-'fRa~s 
iles 'il 
iliens i-'lje~ 
ille-et-vilaine i-lE-vi-'lEn 
illegal i-l@-'gal 
illegale i-l@-'gal 
illegalement i-l@-ga-l@-'ma~ 
illegales i-l@-'gal 
illegalite i-l@-ga-'lit 
illegalites i-l@-ga-'lit 
illegaux i-l@-'go 
illegitime i-l@-Zi-'tim 
illegitimes i-l@-Zi-'tim 
illegitimite i-l@-Zi-ti-'mit 
illettré i-lE-'tRe 
illettre i-lE-'tR@ 
illettrée i-lE-'tRe 
illettree i-lE-'tRi 
illettrees i-lE-'tRi 
illettres i-lE-'tR@ 
illettrées i-lE-'tRe 
illettrisme i-lE-tRi-'sm@ 
illettrés i-lE-'tRe 
illégal i-le-'gal 
illégale i-le-'gal 
illégalement i-le-ga-l@-'ma~ 
illégales i-le-'gal 
illégalité i-le-ga-li-'te 
illégalités i-le-ga-li-'te 
illégaux i-le-'go 
illégitime i-le-Zi-'tim 
illégitimes i-le-Zi-'tim 
illégitimité i-le-Zi-ti-mi-'te 
illicite i-li-'sit 
illicitement i-li-si-t@-'ma~ 
illicites i-li-'sit 
illico i-li-'ko 
illimité i-li-mi-'te 
illimite i-li-'mit 
illimitée i-li-mi-'te 
illimitee i-li-mi-'ti 
illimitees i-li-mi-'ti 
illimites i-li-'mit 
illimitées i-li-mi-'te 
illimités i-li-mi-'te 
illinois i-li-'nwa 
illisibilité i-li-zi-bi-li-'te 
illisibilite i-li-zi-bi-'lit 
illisible i-li-zi-'bl@ 
illisibles i-li-zi-'bl@ 
illogique i-l0-'Zik 
illogiques i-l0-'Zik 
illogisme i-l0-Zi-'sm@ 
illogismes i-l0-Zi-'sm@ 
illuminé i-ly-mi-'ne 
illumina i-ly-mi-'na 
illuminaient i-ly-mi-'nE 
illuminait i-ly-mi-'nE 
illuminant i-ly-mi-'na~ 
illumination i-ly-mi-na-'sjo~ 
illuminations i-ly-mi-na-'sjo~ 
illumine i-ly-'min 
illuminée i-ly-mi-'ne 
illuminee i-ly-mi-'ni 
illuminees i-ly-mi-'ni 
illuminent i-ly-'min 
illuminer i-ly-mi-'ne 
illuminera i-ly-mi-n@-'Ra 
illuminerent i-ly-mi-n@-'Ra~ 
illumineront i-ly-mi-n@-'Ro~ 
illumines i-ly-'min 
illuminées i-ly-mi-'ne 
illuminèrent i-ly-mi-'nER 
illuminés i-ly-mi-'ne 
illusion i-ly-'zjo~ 
illusionne i-ly-'zj0n 
illusionnent i-ly-'zj0n 
illusionner i-ly-zj0-'ne 
illusionniste i-ly-zj0-nis-'t@ 
illusionnistes i-ly-zj0-nis-'t@ 
illusions i-ly-'zjo~ 
illusoire i-ly-'zwaR 
illusoires i-ly-'zwaR 
illustré i-lys-'tRe 
illustra i-lys-'tRa 
illustraient i-lys-'tRE 
illustrait i-lys-'tRE 
illustrant i-lys-'tRa~ 
illustrateur i-lys-tRa-'t9R 
illustrateurs i-lys-tRa-'t9R 
illustration i-lys-tRa-'sjo~ 
illustrations i-lys-tRa-'sjo~ 
illustratrice i-lys-tRa-'tRis 
illustre i-lys-'tR@ 
illustrée i-lys-'tRe 
illustree i-lys-'tRi 
illustrees i-lys-'tRi 
illustrent i-lys-'tR@ 
illustrer i-lys-'tRe 
illustrera i-lys-tR@-'Ra 
illustreraient i-lys-tR@-'RE 
illustrerait i-lys-tR@-'RE 
illustrerent i-lys-tR@-'Ra~ 
illustreront i-lys-tR@-'Ro~ 
illustres i-lys-'tR@ 
illustrées i-lys-'tRe 
illustrissime i-lys-tRi-'sim 
illustrèrent i-lys-'tRER 
illustrés i-lys-'tRe 
ilot i-'lo 
ilotage i-l0-'taZ 
ilotes i-'l0t 
ilots i-'lo 
ils 'il 
-ils 'il 
il-sung il-'syng 
imagé i-ma-'Ze 
image i-'maZ 
imagée i-ma-'Ze 
imagee i-ma-'Zi 
imagees i-ma-'Zi 
imager i-ma-'Ze 
imagerie i-ma-Z@-'Ri 
imageries i-ma-Z@-'Ri 
images i-'maZ 
imagées i-ma-'Ze 
imagier i-ma-'Zje 
imagiers i-ma-'Zje 
imaginé i-ma-Zi-'ne 
imagina i-ma-Zi-'na 
imaginable i-ma-Zi-na-'bl@ 
imaginables i-ma-Zi-na-'bl@ 
imaginaient i-ma-Zi-'nE 
imaginaire i-ma-Zi-'nER 
imaginaires i-ma-Zi-'nER 
imaginais i-ma-Zi-'nE 
imaginait i-ma-Zi-'nE 
imaginant i-ma-Zi-'na~ 
imaginatif i-ma-Zi-na-'tif 
imaginatifs i-ma-Zi-na-'tif 
imagination i-ma-Zi-na-'sjo~ 
imaginations i-ma-Zi-na-'sjo~ 
imaginative i-ma-Zi-na-'tiv 
imaginatives i-ma-Zi-na-'tiv 
imagine i-ma-'Zin 
imaginée i-ma-Zi-'ne 
imaginee i-ma-Zi-'ni 
imaginees i-ma-Zi-'ni 
imaginent i-ma-'Zin 
imaginer i-ma-Zi-'ne 
imaginera i-ma-Zi-n@-'Ra 
imagineraient i-ma-Zi-n@-'RE 
imaginerait i-ma-Zi-n@-'RE 
imaginerent i-ma-Zi-n@-'Ra~ 
imagineront i-ma-Zi-n@-'Ro~ 
imagines i-ma-'Zin 
imaginées i-ma-Zi-'ne 
imaginez i-ma-Zi-'ne 
imaginiez i-ma-Zi-'njE 
imaginions i-ma-Zi-'njo~ 
imaginons i-ma-Zi-'no~ 
imaginèrent i-ma-Zi-'nER 
imaginés i-ma-Zi-'ne 
imago i-ma-'go 
imagés i-ma-'Ze 
imam i-'mam 
imams i-'mam 
iman i-'man 
imans i-'man 
imbattable e~-ba-ta-'bl@ 
imbattables e~-ba-ta-'bl@ 
imbécile e~-be-'sil 
imbéciles e~-be-'sil 
imbécillité e~-be-si-li-'te 
imbécillités e~-be-si-li-'te 
imbecile e~-b@-'sil 
imbeciles e~-b@-'sil 
imbecillite e~-b@-si-'lit 
imbecillites e~-b@-si-'lit 
imberbe e~-bER-'b@ 
imberbes e~-bER-'b@ 
imbert e~-'bER 
imbibé e~-bi-'be 
imbibe e~-'bib 
imbibée e~-bi-'be 
imbibee e~-bi-'bi 
imbiber e~-bi-'be 
imbibes e~-'bib 
imbibés e~-bi-'be 
imbrication e~-bRi-ka-'sjo~ 
imbrications e~-bRi-ka-'sjo~ 
imbriqué e~-bRi-'ke 
imbriquant e~-bRi-'ka~ 
imbrique e~-'bRik 
imbriquée e~-bRi-'ke 
imbriquee e~-bRi-'ki 
imbriquees e~-bRi-'ki 
imbriquent e~-'bRik 
imbriquer e~-bRi-'ke 
imbriques e~-'bRik 
imbriquées e~-bRi-'ke 
imbriqués e~-bRi-'ke 
imbroglio e~-bR0g-li-'jo 
imbroglios e~-bR0g-li-'jo 
imbu e~-'by 
imbue e~-'by 
imbus e~-'by 
imbuvables e~-by-va-'bl@ 
imité i-mi-'te 
imita i-mi-'ta 
imitaient i-mi-'tE 
imitait i-mi-'tE 
imitant i-mi-'ta~ 
imitatif i-mi-ta-'tif 
imitatifs i-mi-ta-'tif 
imitation i-mi-ta-'sjo~ 
imitations i-mi-ta-'sjo~ 
imitative i-mi-ta-'tiv 
imite i-'mit 
imitée i-mi-'te 
imitee i-mi-'ti 
imitees i-mi-'ti 
imitent i-'mit 
imiter i-mi-'te 
imitera i-mi-t@-'Ra 
imiterait i-mi-t@-'RE 
imiterent i-mi-t@-'Ra~ 
imiteront i-mi-t@-'Ro~ 
imites i-'mit 
imitées i-mi-'te 
imitez i-mi-'te 
imitons i-mi-'to~ 
imitèrent i-mi-'tER 
imités i-mi-'te 
immaculé i-ma-ky-'le 
immacule i-ma-'kyl 
immaculée i-ma-ky-'le 
immaculee i-ma-ky-'li 
immaculees i-ma-ky-'li 
immacules i-ma-'kyl 
immaculées i-ma-ky-'le 
immaculés i-ma-ky-'le 
immanence i-ma-'na~s 
immanent i-ma-'na~ 
immanente i-ma-'na~t 
immangeable e~-ma~-Za-'bl@ 
immangeables e~-ma~-Za-'bl@ 
immanquable e~-ma~-ka-'bl@ 
immanquablement e~-ma~-ka-bl@-'ma~ 
immateriel i-ma-t@-'RjEl 
immaterielle i-ma-t@-'RjEl 
immaterielles i-ma-t@-'RjEl 
immateriels i-ma-t@-'RjEl 
immatriculé i-ma-tRi-ky-'le 
immatriculation i-ma-tRi-ky-la-'sjo~ 
immatriculations i-ma-tRi-ky-la-'sjo~ 
immatricule i-ma-tRi-'kyl 
immatriculée i-ma-tRi-ky-'le 
immatriculee i-ma-tRi-ky-'li 
immatriculees i-ma-tRi-ky-'li 
immatriculer i-ma-tRi-ky-'le 
immatricules i-ma-tRi-'kyl 
immatriculées i-ma-tRi-ky-'le 
immatriculés i-ma-tRi-ky-'le 
immatériel i-ma-te-'RjEl 
immatérielle i-ma-te-'RjEl 
immatérielles i-ma-te-'RjEl 
immatériels i-ma-te-'RjEl 
immature i-ma-'tyR 
immatures i-ma-'tyR 
immaturité i-ma-ty-Ri-'te 
immaturite i-ma-ty-'Rit 
immédiat i-me-'dja 
immédiate i-me-'djat 
immédiatement i-me-dja-t@-'ma~ 
immédiates i-me-'djat 
immédiateté i-me-dja-t@-'te 
immédiats i-me-'dja 
immediat i-m@-'dja 
immediate i-m@-'djat 
immediatement i-m@-dja-t@-'ma~ 
immediates i-m@-'djat 
immediatete i-m@-dja-'t@t 
immediats i-m@-'dja 
immemorial i-m@-m0R-'jal 
immemoriale i-m@-m0R-'jal 
immemoriales i-m@-m0R-'jal 
immemoriaux i-m@-m0R-'jo 
immense i-'ma~s 
immensement i-ma~-s@-'ma~ 
immenses i-'ma~s 
immensité i-ma~-si-'te 
immensite i-ma~-'sit 
immensites i-ma~-'sit 
immensités i-ma~-si-'te 
immensément i-ma~-se-'ma~ 
immergé i-mE-'RZe 
immerge i-mE-'RZ@ 
immergée i-mE-'RZe 
immergea i-mE-'RZa 
immergeant i-mE-'RZa~ 
immergee i-mE-'RZi 
immergees i-mE-'RZi 
immergent i-mE-'RZ@ 
immerger i-mE-'RZe 
immerges i-mE-'RZ@ 
immergées i-mE-'RZe 
immergés i-mE-'RZe 
immerite i-m@-'Rit 
immeritee i-m@-Ri-'ti 
immeritees i-m@-Ri-'ti 
immerites i-m@-'Rit 
immersion i-mE-'Rsjo~ 
immersions i-mE-'Rsjo~ 
immeuble i-m9b-'l@ 
immeubles i-m9b-'l@ 
immigré i-mi-'gRe 
immigra i-mi-'gRa 
immigrant i-mi-'gRa~ 
immigrants i-mi-'gRa~ 
immigration i-mi-gRa-'sjo~ 
immigrations i-mi-gRa-'sjo~ 
immigre i-mi-'gR@ 
immigrée i-mi-'gRe 
immigree i-mi-'gRi 
immigrees i-mi-'gRi 
immigrer i-mi-'gRe 
immigres i-mi-'gR@ 
immigrées i-mi-'gRe 
immigrés i-mi-'gRe 
imminence i-mi-'na~s 
imminent i-mi-'na~ 
imminente i-mi-'na~t 
imminentes i-mi-'na~t 
imminents i-mi-'na~ 
immisçant i-mi-'sa~ 
immiscé i-mi-'se 
immiscant i-mis-'ka~ 
immisce i-'mis 
immiscent i-'mis 
immiscer i-mi-'se 
immisces i-'mis 
immiscés i-mi-'se 
immixtion i-mi-'ksjo~ 
immixtions i-mi-'ksjo~ 
immémorial i-me-m0R-'jal 
immémoriale i-me-m0R-'jal 
immémoriales i-me-m0R-'jal 
immémoriaux i-me-m0R-'jo 
immobile i-m0-'bil 
immobiles i-m0-'bil 
immobilier i-m0-bi-'lje 
immobiliere i-m0-bi-'liR 
immobilieres i-m0-bi-'liR 
immobiliers i-m0-bi-'lje 
immobilière i-m0-bi-'ljER 
immobilières i-m0-bi-'ljER 
immobilisé i-m0-bi-li-'ze 
immobilisa i-m0-bi-li-'za 
immobilisaient i-m0-bi-li-'zE 
immobilisait i-m0-bi-li-'zE 
immobilisant i-m0-bi-li-'za~ 
immobilisation i-m0-bi-li-za-'sjo~ 
immobilisations i-m0-bi-li-za-'sjo~ 
immobilise i-m0-bi-'liz 
immobilisée i-m0-bi-li-'ze 
immobilisee i-m0-bi-li-'zi 
immobilisees i-m0-bi-li-'zi 
immobilisent i-m0-bi-'liz 
immobiliser i-m0-bi-li-'ze 
immobilises i-m0-bi-'liz 
immobilisées i-m0-bi-li-'ze 
immobilisme i-m0-bi-li-'sm@ 
immobilismes i-m0-bi-li-'sm@ 
immobilisés i-m0-bi-li-'ze 
immobilité i-m0-bi-li-'te 
immobilite i-m0-bi-'lit 
immobilites i-m0-bi-'lit 
immobilités i-m0-bi-li-'te 
immodere i-m0-'d@R 
immoderee i-m0-d@-'Ri 
immoderees i-m0-d@-'Ri 
immoderement i-m0-d@-R@-'ma~ 
immodeste i-m0-dEs-'t@ 
immodestie i-m0-dEs-'ti 
immodéré i-m0-de-'Re 
immodérée i-m0-de-'Re 
immodérées i-m0-de-'Re 
immodérément i-m0-de-Re-'ma~ 
immolé i-m0-'le 
immolant i-m0-'la~ 
immolation i-m0-la-'sjo~ 
immolations i-m0-la-'sjo~ 
immole i-'m0l 
immolée i-m0-'le 
immolee i-m0-'li 
immolees i-m0-'li 
immolent i-'m0l 
immoler i-m0-'le 
immoles i-'m0l 
immolées i-m0-'le 
immolés i-m0-'le 
immonde i-'mo~d 
immondes i-'mo~d 
immondice i-mo~-'dis 
immondices i-mo~-'dis 
immoral i-m0-'Ral 
immorale i-m0-'Ral 
immorales i-m0-'Ral 
immoralisme i-m0-Ra-li-'sm@ 
immoralité i-m0-Ra-li-'te 
immoralite i-m0-Ra-'lit 
immoraux i-m0-'Ro 
immortalisé i-m0R-ta-li-'ze 
immortalisa i-m0R-ta-li-'za 
immortalisait i-m0R-ta-li-'zE 
immortalise i-m0R-ta-'liz 
immortalisée i-m0R-ta-li-'ze 
immortalisee i-m0R-ta-li-'zi 
immortalisees i-m0R-ta-li-'zi 
immortalisent i-m0R-ta-'liz 
immortaliser i-m0R-ta-li-'ze 
immortalisera i-m0R-ta-li-z@-'Ra 
immortalises i-m0R-ta-'liz 
immortalisées i-m0R-ta-li-'ze 
immortalisés i-m0R-ta-li-'ze 
immortalité i-m0R-ta-li-'te 
immortalite i-m0R-ta-'lit 
immortel i-m0R-'tEl 
immortelle i-m0R-'tEl 
immortelles i-m0R-'tEl 
immortels i-m0R-'tEl 
immérité i-me-Ri-'te 
imméritée i-me-Ri-'te 
imméritées i-me-Ri-'te 
immérités i-me-Ri-'te 
immuable i-my-a-'bl@ 
immuablement i-my-a-bl@-'ma~ 
immuables i-my-a-'bl@ 
immun i-'m9~ 
immune i-'myn 
immunes i-'myn 
immunisé i-my-ni-'ze 
immunisation i-my-ni-za-'sjo~ 
immunise i-my-'niz 
immunisée i-my-ni-'ze 
immunisee i-my-ni-'zi 
immunisees i-my-ni-'zi 
immuniser i-my-ni-'ze 
immunises i-my-'niz 
immunisées i-my-ni-'ze 
immunisés i-my-ni-'ze 
immunité i-my-ni-'te 
immunitaire i-my-ni-'tER 
immunitaires i-my-ni-'tER 
immunite i-my-'nit 
immunites i-my-'nit 
immunités i-my-ni-'te 
immunologie i-my-n0-l0-'Zi 
immunologique i-my-n0-l0-'Zik 
immunologiques i-my-n0-l0-'Zik 
immunologistes i-my-n0-l0-Zis-'t@ 
impact e~-pa-'kt@ 
impacts e~-pa-'kt@ 
impair e~-'pER 
impaires e~-'pER 
impairs e~-'pER 
impalpable e~-pal-pa-'bl@ 
impalpables e~-pal-pa-'bl@ 
imparable e~-pa-Ra-'bl@ 
imparables e~-pa-Ra-'bl@ 
impardonnable e~-paR-d0-na-'bl@ 
impardonnables e~-paR-d0-na-'bl@ 
imparfait e~-pa-'RfE 
imparfaite e~-pa-'RfEt 
imparfaitement e~-pa-RfE-t@-'ma~ 
imparfaites e~-pa-'RfEt 
imparfaits e~-pa-'RfE 
imparti e~-paR-'ti 
impartial e~-pa-'Rsjal 
impartiale e~-pa-'Rsjal 
impartiales e~-pa-'Rsjal 
impartialité e~-pa-Rsja-li-'te 
impartialite e~-pa-Rsja-'lit 
impartiaux e~-pa-'Rsjo 
impartie e~-paR-'ti 
imparties e~-paR-'ti 
impartis e~-paR-'ti 
impartit e~-paR-'ti 
impasse e~-'pas 
impasses e~-'pas 
impassibilité e~-pa-si-bi-li-'te 
impassibilite e~-pa-si-bi-'lit 
impassible e~-pa-si-'bl@ 
impassibles e~-pa-si-'bl@ 
impatiemment e~-pa-sja-'ma~ 
impatience e~-pa-'sja~s 
impatiences e~-pa-'sja~s 
impatient e~-pa-'sja~ 
impatienté e~-pa-sja~-'te 
impatiente e~-pa-'sja~t 
impatientée e~-pa-sja~-'te 
impatientee e~-pa-sja~-'ti 
impatientes e~-pa-'sja~t 
impatients e~-pa-'sja~ 
impavide e~-pa-'vid 
impavides e~-pa-'vid 
impayé e~-pe-'je 
impayable e~-pE-ja-'bl@ 
impayables e~-pE-ja-'bl@ 
impaye e~-'pEj 
impayée e~-pE-'je 
impayee e~-pE-'ji 
impayees e~-pE-'ji 
impayes e~-'pEj 
impayées e~-pE-'je 
impayés e~-pe-'je 
impécunieuse e~-pe-ky-'nj9z 
impécunieux e~-pe-ky-'nj@ 
impeccable e~-pE-ka-'bl@ 
impeccablement e~-pE-ka-bl@-'ma~ 
impeccables e~-pE-ka-'bl@ 
impecunieuse e~-p@-ky-'nj9z 
impecunieux e~-p@-ky-'nj@ 
impedimenta e~-pe-di-me~-'ta 
impenetrable e~-p@-n@-tRa-'bl@ 
impenetrables e~-p@-n@-tRa-'bl@ 
impenitent e~-p@-ni-'ta~ 
impenitents e~-p@-ni-'ta~ 
impensable e~-pa~-sa-'bl@ 
impensables e~-pa~-sa-'bl@ 
imper e~-'pER 
imperatif e~-p@-Ra-'tif 
imperatifs e~-p@-Ra-'tif 
imperative e~-p@-Ra-'tiv 
imperativement e~-p@-Ra-ti-v@-'ma~ 
imperatives e~-p@-Ra-'tiv 
imperatrice e~-p@-Ra-'tRis 
imperatrices e~-p@-Ra-'tRis 
imperceptible e~-pE-RsE-pti-'bl@ 
imperceptiblement e~-pE-RsE-pti-bl@-'ma~ 
